english,chinese
"""Pure"" is what attracted me most about In-ha and is the most charismatic quality of DG. I hope he will continue to keep it preciously anytime and anywhere.",纯净是当初仁华身上最吸引我的一面，也是东健身上最有魅力的一面，希望不论何时何地东健都能坚守这份纯净…
Some cases of dysentery were reported by state media.,国家媒体已经报导有痢疾出现。
"By early 1858 he had succeeded in enlisting a small ""army"" of insurrectionists, including three of his sons, whose mission was to foment rebellion among the slaves.",到1858年，布朗成功拉起了一小支包含其三个儿子在内的“部队”，目标就是在奴隶中煽动起义。
"Sediment facies reveal the sediment environment of the interest interval, the origin and distribution rule of the reservoir.",沉积相揭示了目的层段的沉积环境、储集岩成因及其分布规律。
It is conduced to screen the precancerosis and provide a new way for immunotherapy of cervical cancer.,这一发现有助于对早期癌前病变的筛查，并为宫颈癌的免疫治疗提供了一个新的思路。
Johnny tucked into the cold ham.,约翰尼狼吞虎咽地吃下了冷火腿。
"Sometime after dinner, before the sunset, it occurred to me that a true family.",晚餐后，夕阳西下，我忽然意识到，一个真正地家并不必定就须是本身的。
"About 25 miles away from the Taranto bay, occupying the instep part of the boots-shape Italy.",距离塔兰托海湾大约25英里，处在靴子状意大利的脚面部分。 这座中世纪的古镇是这一带村镇的典型代表，其周围是绵延起伏的山岭，适合中麦子和其他农作物。
"Results In the cases of thrombosis in artificial blood vessels, 11 blood vessels with stenosis, 7 with remarkable stenosis and 10 with obstruction.",结果人工血管内血栓形成后，管腔狭窄者11条，管腔显著狭窄者7条，管腔闭塞者10条。
"The president's proposed free-trade agreement with Colombia was blocked in the House of Representatives, after U.S. labor unions complained that Colombian workers' rights are often violated.",布什总统提出的美国与哥伦比亚之间的自由贸易协定没有在国会众议院获得通过，之前，美国的工会抱怨说，在哥伦比亚，工人的权益经常被剥夺。
Enterprises with foreign investment shall adopt the double entry accounting method.,第十二条外商投资企业采用借贷复式记帐法。
"This paper analyzes the preconditions for small and medium-sized coal mines to increase coal recovery rate, and puts forward some paths and measures for the second mining of the coal resources.",分析了中小煤矿提高煤炭资源回收率的前提保障条件，提出了复采煤炭资源的途径和措施。
"He convinced the jury that a combination of drugs and hallucinogens took over his client's mind, and in such a drug-induced, mindless state, the client was not responsible for his actions.",他说服了陪审团，证明一系列的毒品和致幻剂使得他的客户丧失了正常的思考能力，所以在这种服用毒品以后无意识的状态下，他的客户不能对他的行为负责。
"Take Him at His word and seek first the Kingdom of Heaven, and all else will be added on.",靠着他的话语来信靠他并且要先寻求天堂的国，其他所有的就都要加给你。
"Microprocessors were invented by - Ted Hoff, along with a handful of visionary colleagues working at a young Silicon Valley start-up called Intel.",微处理器的发明者是Ted Hoff和他在英特尔的同事。 当时的英特尔是硅谷一家年轻的新兴企业。
"The unique combination of scented, flavorless food sprinkles used in the study is now found in Sensa, the only weight loss system that contains the patent-pending technology.",通过将气味的独特结合，研究中使用的无味食物粉末出现在Sensa体系之中，唯一一个申请专利的减肥体系。
"One of those is Solebury School, in New Hope, Pennsylvania, where Director of Studies Rick Tony has pushed for a robust set of changes to the typical school schedule.",其中一家是位于宾西法尼亚州新希望镇的索尔伯瑞中学。教务主任瑞克•托尼推动了该校传统课程表的一系列强有力的改革。
He opened the door and stepped on a banana skin and fell down.,他打开门，踩了个香蕉皮，摔了个跟头。
"No significant correlation was found between positive AKT2 expression and age, gender, histologic type and tumor differentiation and TNM staging (P>0.05).",AKT2的表达与患者年龄、性别、组织学类型、组织分化及TNM分期均无关（P>0.05）。
"Now, this might just be theater: Mr. Obama may be pulling an anti-Corleone, making Republicans an offer they can’t accept.",现在，这里就好比剧场一样：奥巴马先生可能扮演的是一个反考利昂的角色，向共和党人提出一份他们无法接受的建议。
"To determine the comparative burn rates and burn resistance of textiles, particularly those for automotive interior use.",水平燃烧性测试仪，可检测纺织品特别是汽车内装饰织物的相对燃烧速率及阻燃性。
The mentality of the nouveau-riche - money will buy us the arts that we want - is an attitude that we should guard against.,“老子有钱，还怕没有好的艺术？”这是一种暴发户心态，我们要警惕与防止的就是这种心态。
"MIQIKO:Yes, were looking for a pair of leather tennis shoes.",美幸子：我们想买一双皮网球鞋。
"There have been a total of 70 criminal judgments related to medical disputes since 1927. Among them, 7 cases involved nurses and the delivery of nursing services.",本报告仅包括最高法院，自民国十六年以来迄今的判决判例，共计有70件一般医事纠纷刑事判决，其中的七件刑事案件有护理人员涉案。
"I work in develop branch. Sometimes, when I want to push changes to origin, git say, that there are some changes in origin/master branch.",我在工作中发挥支部。有时候，当我想把变化的起源，吉特说，有一些变化的起源/主支。
